Year,Region,Value
2010,Asturias,3.69
2011,Asturias,3.54
2012,Asturias,1.59
2013,Asturias,2.01
2014,Asturias,2.0
2015,Asturias,1.76
2016,Asturias,1.38
2017,Asturias,1.66
2018,Asturias,1.62
2019,Asturias,2.24
2020,Asturias,1.88
2021,Asturias,3.5
2010,España,3.01
2011,España,2.85
2012,España,2.34
2013,España,1.73
2014,España,1.76
2015,España,1.81
2016,España,1.85
2017,España,2.08
2018,España,1.98
2019,España,2.07
2020,España,1.94
2021,España,2.76
