Year,Region,Value
2015,Asturias,81.82
2016,Asturias,81.82
2017,Asturias,81.82
2018,Asturias,81.82
2019,Asturias,81.82
2020,Asturias,81.82
2021,Asturias,81.82
2022,Asturias,81.82
2023,Asturias,81.82
2018,España,81.82
2020,España,81.82
2022,España,81.82
