Year,Region,Value
2014,Asturias,54.9
2015,Asturias,79.6
2016,Asturias,94.11
2017,Asturias,96.88
2018,Asturias,99.29
2019,Asturias,99.61
2020,Asturias,99.73
2021,Asturias,99.78
2022,Asturias,99.78
2014,España,47.8
2015,España,76.35
2016,España,94.42
2017,España,97.22
2018,España,99.53
2019,España,99.77
2020,España,99.87
2021,España,99.91
