Year,Region,Value
2014,Asturias,16.2
2015,Asturias,15.3
2016,Asturias,14.3
2017,Asturias,12.0
2018,Asturias,14.2
2019,Asturias,15.2
2020,Asturias,17.0
2021,Asturias,14.2
2022,Asturias,12.7
2010,España,10.82
2011,España,13.35
2012,España,14.28
2013,España,15.68
2014,España,17.12
2015,España,15.44
2016,España,14.85
2017,España,12.79
2018,España,10.65
2019,España,10.84
2020,España,9.92
2021,España,11.69
