Year,Region,Value
2010,Asturias,-39.37
2011,Asturias,-33.78
2012,Asturias,-29.43
2013,Asturias,-31.85
2014,Asturias,-30.37
2015,Asturias,-14.59
2016,Asturias,-30.71
2017,Asturias,-26.66
2018,Asturias,-32.04
2019,Asturias,-45.71
2020,Asturias,-54.38
2021,Asturias,-42.57
2010,España,-20.4
2011,España,-19.75
2012,España,-21.45
2013,España,-28.85
2014,España,-27.6
2015,España,-23.68
2016,España,-25.96
2017,España,-22.92
2018,España,-23.63
2019,España,-27.79
2020,España,-40.69
2021,España,-35.4
