Year,Region,Value
2010,Asturias,17.304789751386
2011,Asturias,17.1980822376545
2012,Asturias,17.3797349165512
2013,Asturias,17.6235311471246
2014,Asturias,13.3656537887503
2015,Asturias,13.0954808021134
2016,Asturias,14.7340210757237
2017,Asturias,12.9261164957907
2018,Asturias,11.2982906202132
2019,Asturias,10.9092374740755
2020,Asturias,12.075205699894
2010,España,17.81
2011,España,18.25
2012,España,18.6
2013,España,18.63
2014,España,17.14
2015,España,15.64
2016,España,14.61
2017,España,13.32
2018,España,12.45
2019,España,12.13
2020,España,13.88
