Year,Region,Value
2010,Asturias,0.54
2011,Asturias,0.53
2012,Asturias,0.56
2013,Asturias,0.55
2014,Asturias,0.64
2015,Asturias,0.67
2016,Asturias,0.65
2017,Asturias,0.59
2018,Asturias,0.61
2019,Asturias,0.57
2020,Asturias,0.54
2021,Asturias,0.53
2022,Asturias,0.51
2010,España,0.13
2011,España,0.14
2012,España,0.14
2013,España,0.11
2014,España,0.1
2015,España,0.11
2016,España,0.12
2017,España,0.12
2018,España,0.12
2019,España,0.13
2020,España,0.14
2021,España,0.12
2022,España,0.11
