Year,Region,Value
2011,Asturias,35.2927229045899
2012,Asturias,23.588113527983
2013,Asturias,30.9596699745412
2014,Asturias,38.9088143330529
2015,Asturias,47.3481711648549
2016,Asturias,41.9872711616025
2017,Asturias,37.4702625273527
2018,Asturias,36.0660486674392
2019,Asturias,36.3987195096255
2020,Asturias,48.8808182678144
2011,España,29.95
2012,España,30.21
2013,España,30.76
2014,España,30.88
2015,España,31.38
2016,España,32.2
2017,España,30.59
2018,España,32.13
2019,España,33.23
2020,España,34.97
