Year,Region,Value
2016,Asturias,19.35
2017,Asturias,21.88
2018,Asturias,19.47
2019,Asturias,21.0
2020,Asturias,14.84
2021,Asturias,16.86
2016,España,26.63
2017,España,27.86
2018,España,27.02
2019,España,26.43
2020,España,12.65
