Year,Region,Value
2010,Asturias,0.6
2011,Asturias,0.78
2012,Asturias,0.63
2013,Asturias,0.98
2014,Asturias,1.82
2015,Asturias,5.21
2016,Asturias,9.41
2017,Asturias,11.7
2018,Asturias,14.08
2019,Asturias,16.82
2020,Asturias,19.09
2021,Asturias,23.42
