Year,Region,Value
2016,Asturias,16.54
2017,Asturias,12.47
2018,Asturias,12.54
2019,Asturias,10.07
2020,Asturias,9.94
2021,Asturias,13.42
2022,Asturias,13.66
2023,Asturias,18.08
2016,España,10.8
2017,España,13.94
2018,España,13.32
2019,España,14.79
2020,España,11.94
2021,España,11.88
2022,España,15.4
2023,España,17.73
