Year,Región,Value
2010,Asturias,0.6
2011,Asturias,0.78
2012,Asturias,0.63
2013,Asturias,0.98
2014,Asturias,1.82
2015,Asturias,5.22
2016,Asturias,9.42
2017,Asturias,11.7
2018,Asturias,14.09
2019,Asturias,16.84
2020,Asturias,19.11
2021,Asturias,23.44
2022,Asturias,25.39
2010,España,0.13
2011,España,0.38
2012,España,0.72
2013,España,1.34
2014,España,3.42
2015,España,6.81
2016,España,10.65
2017,España,14.43
2018,España,18.73
2019,España,22.21
2020,España,25.04
2021,España,27.79
2022,España,29.94
