Year,Región,Value
2010,Asturias,37.2
2011,Asturias,14.83
2012,Asturias,8.39
2013,Asturias,10.51
2014,Asturias,5.6
2015,Asturias,5.42
2016,Asturias,4.52
2017,Asturias,4.67
2018,Asturias,5.03
2019,Asturias,5.18
2020,Asturias,5.23
2021,Asturias,5.96
2010,España,14.17
2011,España,11.23
2012,España,9.21
2013,España,8.54
2014,España,8.6
2015,España,9.29
2016,España,7.14
2017,España,9.12
2018,España,8.88
2019,España,10.01
2020,España,10.57
2021,España,12.77
