Year,Región,Value
2010,Asturias,11.2
2011,Asturias,16.0
2012,Asturias,17.5
2013,Asturias,17.6
2014,Asturias,18.3
2015,Asturias,17.5
2016,Asturias,17.0
2017,Asturias,14.2
2018,Asturias,17.1
2019,Asturias,23.2
2020,Asturias,22.3
2010,España,16.8
2011,España,16.9
2012,España,17.7
2013,España,18.1
2014,España,18.8
2015,España,18.4
2016,España,18.0
2017,España,18.2
2018,España,17.6
2019,España,17.2
2020,España,17.8
