Year,Región,Value
2011,Asturias,63.49
2012,Asturias,51.79
2013,Asturias,35.29
2014,Asturias,35.42
2015,Asturias,51.72
2016,Asturias,43.1
2017,Asturias,57.14
2018,Asturias,47.27
2019,Asturias,45.28
2020,Asturias,61.4
2021,Asturias,69.08
2022,Asturias,47.71
2011,España,46.04
2012,España,37.54
2013,España,33.05
2014,España,32.44
2015,España,37.91
2016,España,35.22
2017,España,43.82
2018,España,42.45
2019,España,44.85
2020,España,52.81
2021,España,50.7
2022,España,52.75
