Year,Región,Value
2010,Asturias,10.22
2011,Asturias,10.48
2012,Asturias,10.53
2013,Asturias,10.59
2014,Asturias,10.9
2015,Asturias,10.93
2016,Asturias,10.63
2017,Asturias,10.36
2018,Asturias,10.49
2019,Asturias,10.29
2020,Asturias,10.11
2021,Asturias,10.13
