Year,Región,Value
2010,Asturias,6.19
2011,Asturias,5.0
2012,Asturias,2.69
2013,Asturias,5.0
2014,Asturias,3.6
2015,Asturias,3.57
2016,Asturias,9.38
2017,Asturias,6.42
2018,Asturias,5.11
2019,Asturias,7.41
2020,Asturias,6.79
2023,Asturias,10.22
2010,España,13.06
2011,España,10.83
2012,España,10.16
2013,España,14.24
2014,España,11.89
2015,España,9.97
2016,España,10.3
2017,España,8.67
2018,España,10.89
2019,España,11.61
2020,España,14.09
2023,España,13.6
