Year,Región,Value
2010,Asturias,2.0
2011,Asturias,3.6
2012,Asturias,2.3
2013,Asturias,1.4
2014,Asturias,-0.3
2015,Asturias,-0.6
2016,Asturias,-0.1
2017,Asturias,1.8
2018,Asturias,1.5
2019,Asturias,0.5
2020,Asturias,-0.5
2021,Asturias,3.0
2022,Asturias,8.4
2023,Asturias,3.4
2011,España,3.2
2012,España,2.45
2013,España,1.41
2014,España,-0.15
2015,España,-0.5
2016,España,-0.2
2017,España,1.96
2018,España,1.67
2019,España,0.7
2020,España,-0.32
2021,España,3.09
2022,España,8.39
2023,España,3.53
