Year,Región,Value
2011,Asturias,68.25
2012,Asturias,67.8
2013,Asturias,62.3
2014,Asturias,54.39
2015,Asturias,68.85
2016,Asturias,76.19
2017,Asturias,71.67
2018,Asturias,66.13
2019,Asturias,50.0
2020,Asturias,75.41
2021,Asturias,66.37
2022,Asturias,68.99
