Year,Región,Value
2014,Asturias,74.33
2015,Asturias,74.31
2016,Asturias,71.82
2017,Asturias,73.73
2018,Asturias,82.11
2019,Asturias,79.11
2020,Asturias,77.37
2014,España,56.89
2015,España,56.77
2016,España,54.12
2017,España,51.16
2018,España,53.39
2019,España,51.05
