Year,Región,Value
2013,Asturias,-1.15
2014,Asturias,-2.29
2015,Asturias,-1.92
2016,Asturias,0.47
2017,Asturias,0.8
2018,Asturias,1.51
2019,Asturias,2.17
2020,Asturias,2.27
2015,España,-1.58
2016,España,-0.28
2017,España,0.51
2018,España,1.62
2019,España,2.37
2020,España,3.36
