Year,Región,Value
2014,Asturias,25.67
2015,Asturias,25.69
2016,Asturias,28.18
2017,Asturias,26.27
2018,Asturias,17.89
2019,Asturias,20.89
2020,Asturias,22.63
2021,Asturias,20.21
2014,España,31.31
2015,España,30.52
2016,España,33.86
2017,España,36.11
2018,España,35.02
2019,España,37.96
2020,España,38.91
2021,España,42.28
