Year,Región,Value
2010,Asturias,15.13
2011,Asturias,13.99
2012,Asturias,8.42
2013,Asturias,6.17
2014,Asturias,5.35
2015,Asturias,4.73
2016,Asturias,6.67
2017,Asturias,6.53
2018,Asturias,3.77
2019,Asturias,5.54
2010,España,510.42
2011,España,286.82
2012,España,207.72
2013,España,185.7
2014,España,162.35
2015,España,189.8
2016,España,218.57
2017,España,244.96
2018,España,286.88
2019,España,321.11
