Year,Región,Value
2010,Asturias,93.02
2011,Asturias,95.34
2012,Asturias,113.85
2013,Asturias,97.65
2014,Asturias,105.59
2015,Asturias,122.89
2016,Asturias,108.29
2017,Asturias,117.38
2018,Asturias,125.17
2019,Asturias,110.78
2020,Asturias,87.84
2021,Asturias,72.75
2010,España,68.24
2011,España,70.29
2012,España,78.07
2013,España,70.81
2014,España,72.69
2015,España,85.27
2016,España,76.85
2017,España,82.85
2018,España,85.01
2019,España,74.51
2020,España,65.64
2021,España,58.85
