Year,Región,Value
2010,Asturias,8.62
2011,Asturias,10.74
2012,Asturias,11.81
2013,Asturias,13.63
2014,Asturias,14.52
2015,Asturias,15.71
2016,Asturias,12.16
2017,Asturias,12.33
2018,Asturias,13.22
2019,Asturias,19.46
2020,Asturias,21.4
2021,Asturias,19.7
2022,Asturias,17.6
2010,España,17.63
2011,España,17.82
2012,España,18.98
2013,España,18.69
2014,España,19.88
2015,España,19.51
2016,España,19.81
2017,España,19.69
2018,España,19.14
2019,España,18.59
2020,España,18.65
2021,España,19.12
