Year,Región,Value
2016,Asturias,38.48
2017,Asturias,41.05
2018,Asturias,38.21
2019,Asturias,41.43
2020,Asturias,51.24
2021,Asturias,48.44
2016,España,33.01
2017,España,32.45
2018,España,31.27
2019,España,31.14
2020,España,41.57
2021,España,39.93
