Year,Región,Value
2014,Asturias,7.1
2015,Asturias,6.4
2016,Asturias,6.4
2017,Asturias,5.9
2018,Asturias,8.4
2019,Asturias,5.4
2020,Asturias,3.1
2021,Asturias,5.8
2022,Asturias,4.4
2023,Asturias,6.5
2010,España,4.91
2011,España,4.54
2012,España,5.84
2013,España,6.19
2014,España,10.73
2015,España,7.35
2016,España,8.49
2017,España,8.34
2018,España,8.7
2019,España,7.67
2020,España,8.51
2021,España,8.29
2022,España,7.73
2023,España,9.0
