Year,Región,Value
2021,Asturias,61.31
2022,Asturias,87.81
2023,Asturias,94.0
2024,Asturias,97.25
2025,Asturias,99.3
2021,España,58.98
2022,España,82.36
2023,España,92.3
2024,España,95.76
2025,España,99.27
