Year,Región,Value
2010,Asturias,13.04
2011,Asturias,13.88
2012,Asturias,14.64
2013,Asturias,15.94
2014,Asturias,15.98
2015,Asturias,14.24
2016,Asturias,11.57
2017,Asturias,9.98
2018,Asturias,8.47
2019,Asturias,7.32
2020,Asturias,6.24
2021,Asturias,5.07
