Year,Región,Value
2010,Asturias,7.82
2011,Asturias,7.63
2012,Asturias,7.59
2013,Asturias,7.61
2014,Asturias,7.36
2015,Asturias,6.37
2016,Asturias,6.88
2017,Asturias,7.21
2018,Asturias,6.4
2019,Asturias,5.41
2020,Asturias,5.09
2021,Asturias,4.25
2010,España,10.61
2011,España,9.51
2012,España,8.99
2013,España,8.38
2014,España,8.09
2015,España,7.74
2016,España,7.36
2017,España,7.07
2018,España,6.26
2019,España,5.99
2020,España,5.36
2021,España,4.62
2022,España,4.61
