Year,Región,Value
2015,Asturias,6.76
2016,Asturias,6.94
2017,Asturias,7.52
2018,Asturias,8.93
2019,Asturias,8.79
2020,Asturias,8.11
2021,Asturias,9.83
2015,España,10.77
2016,España,10.78
2017,España,11.48
2018,España,12.36
2019,España,13.29
2020,España,12.73
2021,España,13.78
