Year,Región,Value
2010,Asturias,31.6
2011,Asturias,38.2
2012,Asturias,30.8
2013,Asturias,27.8
2014,Asturias,27.7
2015,Asturias,28.1
2016,Asturias,27.8
2017,Asturias,25.4
2018,Asturias,31.2
2019,Asturias,28.5
2010,España,21.0
2011,España,21.4
2012,España,21.4
2013,España,20.2
2014,España,20.7
2015,España,21.9
2016,España,20.0
2017,España,21.0
2018,España,21.2
2019,España,20.5
2020,España,23.9
