Year,Región,Value
2011,Asturias,1.13055602454679
2012,Asturias,-0.18326359537888
2013,Asturias,-1.5718637485046
2014,Asturias,-1.22638509708518
2015,Asturias,-1.19485039661339
2016,Asturias,0.627313943005658
2017,Asturias,0.886019128732363
2018,Asturias,1.63579230245134
2019,Asturias,1.38792340694807
2020,Asturias,-2.30501918581199
2011,España,0.27341292701466
2012,España,-1.30134496683574
2013,España,-2.06692393258875
2014,España,-1.1795575466595
2015,España,-0.53
2016,España,0.06
2017,España,1.26
2018,España,2.32
2019,España,2.42
2020,España,-0.24
