Year,Región,Value
2010,Asturias,8.8
2011,Asturias,12.8
2012,Asturias,22.6
2013,Asturias,16.5
2014,Asturias,18.0
2015,Asturias,16.4
2016,Asturias,14.7
2017,Asturias,11.5
2018,Asturias,13.6
2019,Asturias,14.1
2020,Asturias,17.8
2010,España,10.8
2011,España,13.3
2012,España,14.3
2013,España,15.7
2014,España,17.1
2015,España,15.4
2016,España,14.8
2017,España,12.8
2018,España,10.6
2019,España,10.8
2020,España,9.9
