Year,Región,Value
2015,Asturias,6
2016,Asturias,6
2017,Asturias,6
2018,Asturias,6
2019,Asturias,6
2020,Asturias,6
2021,Asturias,6
2022,Asturias,6
2023,Asturias,6
2015,España,6
2016,España,6
2017,España,6
2018,España,6
2019,España,6
2020,España,6
2021,España,6
2022,España,6
2023,España,6
