Year,Región,Value
2015,Asturias,1363.58
2016,Asturias,1372.62
2017,Asturias,1381.28
2018,Asturias,1388.96
2019,Asturias,1393.6
2020,Asturias,1402.76
2021,Asturias,1550.93
2022,Asturias,1589.05
2023,Asturias,1584.23
2024,Asturias,1575.66
