Year,Región,Value
2016,Asturias,41.81
2017,Asturias,44.23
2018,Asturias,41.89
2019,Asturias,45.0
2020,Asturias,55.81
2021,Asturias,51.9
2022,Asturias,43.09
2023,Asturias,46.22
2016,España,27.99
2017,España,27.64
2018,España,25.85
2019,España,25.98
2020,España,43.57
2021,España,33.04
2022,España,25.98
2023,España,24.62
