Year,Región,Value
2014,Asturias,14.11
2015,Asturias,15.96
2016,Asturias,18.6
2017,Asturias,19.28
2018,Asturias,20.27
2019,Asturias,23.48
2020,Asturias,28.5
2021,Asturias,17.59
2022,Asturias,20.53
