Year,Región,Value
2015,Asturias,0.0
2016,Asturias,0.0
2017,Asturias,0.0
2018,Asturias,0.1
2019,Asturias,0.0
2020,Asturias,0.0
2021,Asturias,0.3
2015,España,0.29
2016,España,0.05
2017,España,0.12
2018,España,0.2
2019,España,0.41
2020,España,0.21
2021,España,0.11
