Year,Region,Value
2012,Asturias,33.66
2013,Asturias,39.68
2014,Asturias,41.16
2015,Asturias,40.23
2016,Asturias,41.89
2017,Asturias,42.03
2018,Asturias,42.13
2019,Asturias,41.57
2012,España,30.98
2013,España,35.35
2014,España,35.36
2015,España,35.71
2016,España,36.97
2017,España,36.71
2018,España,36.46
2019,España,36.44
