Year,Region,Value
2017,Asturias,82.52
2018,Asturias,72.22
2020,Asturias,33.26
2021,Asturias,73.93
2022,Asturias,86.4
2017,España,77.78
2018,España,79.41
2019,España,80.21
2020,España,81.79
2021,España,81.83
2022,España,83.73
