Year,Region,Value
2011,Asturias,21.76
2012,Asturias,21.76
2014,Asturias,19.08
2017,Asturias,23.78
2023,Asturias,12.45
2012,España,23.95
2014,España,22.98
2017,España,22.08
2020,España,19.78
2023,España,16.64
