Year,Region,Value
2010,Asturias,36.4525997337091
2011,Asturias,55.644928218148
2012,Asturias,65.5970828996805
2013,Asturias,57.9294437595017
2014,Asturias,57.8074599114904
2015,Asturias,57.9186752387638
2016,Asturias,57.3537300640985
2017,Asturias,58.1286130093911
2018,Asturias,56.0356596420428
2019,Asturias,59.9537654411914
2010,España,41.08
2011,España,56.55
2012,España,58.88
2013,España,53.33
2014,España,52.67
2015,España,54.19
2016,España,57.82
2017,España,60.42
2018,España,60.48
2019,España,60.47
