Year,Region,Value
2010,España,0.35
2011,España,0.36
2012,España,0.36
2013,España,0.36
2014,España,0.36
2015,España,0.36
2016,España,0.36
2017,España,0.36
2018,España,0.36
2019,España,0.36
2020,España,0.38
2021,España,0.38
