Year,Region,Value
2010,Asturias,100
2011,Asturias,100
2012,Asturias,100
2013,Asturias,100
2014,Asturias,100
2015,Asturias,100
2016,Asturias,100
2017,Asturias,100
2019,Asturias,100
2021,Asturias,100
2023,Asturias,99.7
