Year,Region,Sex,Value
2012,Asturias,,76.61
2023,Asturias,,78.53
2012,Asturias,Hombre,80.26
2023,Asturias,Hombre,73.42
2012,Asturias,Mujer,73.08
2023,Asturias,Mujer,83.52
2012,España,,72.3
2023,España,,68.83
2012,España,Hombre,73.49
2023,España,Hombre,68.29
2012,España,Mujer,71.1
2023,España,Mujer,69.37
