Year,Region,Value
2014,Asturias,14.11
2015,Asturias,15.96
2016,Asturias,18.6
2017,Asturias,19.28
2018,Asturias,20.27
2019,Asturias,23.48
2020,Asturias,28.5
2021,Asturias,19.97
2022,Asturias,34.48
2023,Asturias,15.25
2014,España,7.68
2015,España,7.21
2016,España,7.69
2017,España,8.15
2018,España,11.44
2019,España,8.71
2020,España,7.92
2021,España,7.51
2022,España,8.12
2023,España,7.61
