Year,Region,Value
2012,Asturias,95.2
2013,Asturias,98.3
2014,Asturias,98.2
2015,Asturias,99.5
2016,Asturias,99.61
2017,Asturias,99.81
2018,Asturias,99.86
2019,Asturias,99.78
2020,Asturias,99.95
2012,España,96.4
2013,España,99
2014,España,98.9
2015,España,99.65
2016,España,99.72
2017,España,99.9
2018,España,99.9
2019,España,99.91
2020,España,99.97
