Year,Region,Value
2015,Asturias,3
2016,Asturias,3
2017,Asturias,3
2018,Asturias,3
2019,Asturias,3
2020,Asturias,3
2021,Asturias,3
2022,Asturias,3
2023,Asturias,3
2024,Asturias,3
2025,Asturias,3
