Year,Region,Value
2016,Asturias,41.8081506014368
2017,Asturias,44.2332984895939
2018,Asturias,41.8913350138772
2019,Asturias,44.9953621155694
2020,Asturias,55.8088318938747
2021,Asturias,51.8995923566904
2016,España,27.99
2017,España,27.64
2018,España,25.85
2019,España,25.98
2020,España,43.57
